55.000000;0;10000
55.099998;0;10000
55.199997;0;10000
55.299995;0;10000
55.399994;0;10000
55.499992;0;10000
55.599991;0;10000
55.699989;0;10000
55.799988;0;10000
55.899986;0;10000
55.999985;0;10000
56.099983;0;10000
56.199982;0;10000
56.299980;0;10000
56.399979;0;10000
56.499977;0;10000
56.599976;0;10000
56.699974;0;10000
56.799973;0;10000
56.899971;0;10000
56.999969;0;10000
57.099968;0;10000
57.199966;0;10000
57.299965;0;10000
57.399963;1;9999
57.499962;0;10000
57.599960;0;10000
57.699959;1;9999
57.799957;1;9999
57.899956;0;10000
57.999954;0;10000
58.099953;0;10000
58.199951;1;9999
58.299950;2;9998
58.399948;5;9995
58.499947;6;9994
58.599945;3;9997
58.699944;7;9993
58.799942;5;9995
58.899940;7;9993
58.999939;11;9989
59.099937;12;9988
59.199936;10;9990
59.299934;12;9988
59.399933;18;9982
59.499931;19;9981
59.599930;23;9977
59.699928;33;9967
59.799927;41;9959
59.899925;42;9958
59.999924;56;9944
60.099922;48;9952
60.199921;63;9937
60.299919;77;9923
60.399918;99;9901
60.499916;112;9888
60.599915;140;9860
60.699913;134;9866
60.799911;140;9860
60.899910;195;9805
60.999908;220;9780
61.099907;213;9787
61.199905;254;9746
61.299904;282;9718
61.399902;335;9665
61.499901;332;9668
61.599899;444;9556
61.699898;501;9499
61.799896;563;9437
61.899895;613;9387
61.999893;691;9309
62.099892;768;9232
62.199890;820;9180
62.299889;891;9109
62.399887;998;9002
62.499886;1081;8919
62.599884;1217;8783
62.699883;1322;8678
62.799881;1415;8585
62.899879;1542;8458
62.999878;1754;8246
63.099876;1894;8106
63.199875;1900;8100
63.299873;2140;7860
63.399872;2207;7793
63.499870;2402;7598
63.599869;2638;7362
63.699867;2835;7165
63.799866;2962;7038
63.899864;3114;6886
63.999863;3289;6711
64.099861;3533;6467
64.199860;3721;6279
64.299858;3906;6094
64.399857;4068;5932
64.499855;4352;5648
64.599854;4570;5430
64.699852;4741;5259
64.799850;4941;5059
64.899849;5081;4919
64.999847;5230;4770
65.099846;5466;4534
65.199844;5679;4321
65.299843;5882;4118
65.399841;6117;3883
65.499840;6252;3748
65.599838;6409;3591
65.699837;6648;3352
65.799835;6703;3297
65.899834;6933;3067
65.999832;7137;2863
66.099831;7283;2717
66.199829;7404;2596
66.299828;7579;2421
66.399826;7714;2286
66.499825;7841;2159
66.599823;7990;2010
66.699821;8115;1885
66.799820;8264;1736
66.899818;8297;1703
66.999817;8371;1629
67.099815;8574;1426
67.199814;8657;1343
67.299812;8788;1212
67.399811;8826;1174
67.499809;8903;1097
67.599808;8962;1038
67.699806;9089;911
67.799805;9172;828
67.899803;9248;752
67.999802;9253;747
68.099800;9391;609
68.199799;9353;647
68.299797;9391;609
68.399796;9417;583
68.499794;9486;514
68.599792;9574;426
68.699791;9591;409
68.799789;9610;390
68.899788;9649;351
68.999786;9681;319
69.099785;9714;286
69.199783;9749;251
69.299782;9764;236
69.399780;9772;228
69.499779;9786;214
69.599777;9819;181
69.699776;9844;156
69.799774;9857;143
69.899773;9881;119
69.999771;9879;121
70.099770;9884;116
70.199768;9897;103
70.299767;9912;88
70.399765;9895;105
70.499763;9915;85
70.599762;9939;61
70.699760;9926;74
70.799759;9938;62
70.899757;9943;57
70.999756;9958;42
71.099754;9967;33
71.199753;9967;33
71.299751;9974;26
71.399750;9971;29
71.499748;9975;25
71.599747;9975;25
71.699745;9982;18
71.799744;9984;16
71.899742;9982;18
71.999741;9986;14
72.099739;9990;10
72.199738;9984;16
72.299736;9994;6
72.399734;9985;15
72.499733;9992;8
72.599731;9989;11
72.699730;9991;9
72.799728;9995;5
72.899727;9996;4
72.999725;9991;9
73.099724;9996;4
73.199722;9996;4
73.299721;9997;3
73.399719;9998;2
73.499718;9998;2
73.599716;9999;1
73.699715;9997;3
73.799713;10000;0
73.899712;9999;1
73.999710;10000;0
74.099709;9997;3
74.199707;9999;1
74.299706;9999;1
74.399704;9998;2
74.499702;10000;0
74.599701;9998;2
74.699699;10000;0
74.799698;9999;1
74.899696;10000;0
75.000000;10000;0
